,旅遊公司名稱,標題:,網址,出發日期,#行程編號:行程1,成團狀況(團位),成團狀況(可售),成團狀況(補位),成團狀況(如成形show否則為空),交通資訊 ,旅遊行程,總天數,價格,住宿點
2577,雄獅旅遊,【樂遊金門】五星金門輕旅行自由玩3日(二人成行.金湖飯店),https://travel.liontravel.com//detail?NormGroupID=366431cc-4077-4415-a1ef-eb4376717fa5&GroupID=24TI524LGW-T&Platform=app,2024/05/29 (三),1,6,6,報名,,無交通資訊,"['台北松山金門尚義機場--自由活動', '全日自由活動', '自由活動--金門尚義機場台北松山']",共3天,"TWD 9,900起","['Day:1金湖飯店', 'Day:2金湖飯店', 'Day:3溫暖的家']"
2578,雄獅旅遊,【樂遊金門】五星金門輕旅行自由玩3日(二人成行.金湖飯店),https://travel.liontravel.com//detail?NormGroupID=366431cc-4077-4415-a1ef-eb4376717fa5&GroupID=24TI524LGW-T&Platform=app,2024/05/31 (五),1,6,6,報名,,無交通資訊,"['台北松山金門尚義機場--自由活動', '全日自由活動', '自由活動--金門尚義機場台北松山']",共3天,"TWD 11,600起","['Day:1金湖飯店', 'Day:2金湖飯店', 'Day:3溫暖的家']"
2579,雄獅旅遊,嘉義旅遊｜【阿里山專車】阿里山芬多精.優遊吧斯鄒族文化部落.奮起湖老街二日,https://travel.liontravel.com//detail?NormGroupID=f0d6fd00-0cff-4a55-95cd-2fa7bb5aa80c&GroupID=24TS523BY2-M&Platform=app,2024/05/23 (四),1,8,7,報名,,無交通資訊,"['08:30嘉義高鐵站出發→09:00嘉義火車站(前站)出發→09:20檜意森活村遊覽車臨停處出發→11:00優遊吧斯(觀賞表演/用餐/品茗體驗)→14:00離開→15:30阿里山森林遊樂區，園區自由活動→18:00晚餐(自行前往特約餐廳用餐)→阿里山山區飯店', '阿里山觀日出(自行前往搭乘祝山線小火車，依林鐵公告觀日列車時刻為主)，園區自由活動→12:00離開阿里山森林遊樂區→13:00奮起湖老街→16:00果然茶香觀光工廠→16:50檜意森活村→17:20合車接駁前往嘉義火車站→17:30嘉義火車站→18:00嘉義高鐵站']",共2天,"TWD 5,499起",['Day:1登山別館 或 文山賓館 或 同級']
2580,雄獅旅遊,嘉義旅遊｜【阿里山專車】阿里山芬多精.優遊吧斯鄒族文化部落.奮起湖老街二日,https://travel.liontravel.com//detail?NormGroupID=f0d6fd00-0cff-4a55-95cd-2fa7bb5aa80c&GroupID=24TS523BY2-M&Platform=app,2024/05/24 (五),1,8,7,報名,,無交通資訊,"['08:30嘉義高鐵站出發→09:00嘉義火車站(前站)出發→09:20檜意森活村遊覽車臨停處出發→11:00優遊吧斯(觀賞表演/用餐/品茗體驗)→14:00離開→15:30阿里山森林遊樂區，園區自由活動→18:00晚餐(自行前往特約餐廳用餐)→阿里山山區飯店', '阿里山觀日出(自行前往搭乘祝山線小火車，依林鐵公告觀日列車時刻為主)，園區自由活動→12:00離開阿里山森林遊樂區→13:00奮起湖老街→16:00果然茶香觀光工廠→16:50檜意森活村→17:20合車接駁前往嘉義火車站→17:30嘉義火車站→18:00嘉義高鐵站']",共2天,"TWD 5,499起",['Day:1登山別館 或 文山賓館 或 同級']
2581,雄獅旅遊,嘉義旅遊｜【阿里山專車】阿里山芬多精.優遊吧斯鄒族文化部落.奮起湖老街二日,https://travel.liontravel.com//detail?NormGroupID=f0d6fd00-0cff-4a55-95cd-2fa7bb5aa80c&GroupID=24TS523BY2-M&Platform=app,2024/05/25 (六),1,8,7,報名,,無交通資訊,"['08:30嘉義高鐵站出發→09:00嘉義火車站(前站)出發→09:20檜意森活村遊覽車臨停處出發→11:00優遊吧斯(觀賞表演/用餐/品茗體驗)→14:00離開→15:30阿里山森林遊樂區，園區自由活動→18:00晚餐(自行前往特約餐廳用餐)→阿里山山區飯店', '阿里山觀日出(自行前往搭乘祝山線小火車，依林鐵公告觀日列車時刻為主)，園區自由活動→12:00離開阿里山森林遊樂區→13:00奮起湖老街→16:00果然茶香觀光工廠→16:50檜意森活村→17:20合車接駁前往嘉義火車站→17:30嘉義火車站→18:00嘉義高鐵站']",共2天,"TWD 6,099起",['Day:1登山別館 或 文山賓館 或 同級']
2582,雄獅旅遊,嘉義旅遊｜【阿里山專車】阿里山芬多精.優遊吧斯鄒族文化部落.奮起湖老街二日,https://travel.liontravel.com//detail?NormGroupID=f0d6fd00-0cff-4a55-95cd-2fa7bb5aa80c&GroupID=24TS523BY2-M&Platform=app,2024/05/26 (日),1,8,7,報名,,無交通資訊,"['08:30嘉義高鐵站出發→09:00嘉義火車站(前站)出發→09:20檜意森活村遊覽車臨停處出發→11:00優遊吧斯(觀賞表演/用餐/品茗體驗)→14:00離開→15:30阿里山森林遊樂區，園區自由活動→18:00晚餐(自行前往特約餐廳用餐)→阿里山山區飯店', '阿里山觀日出(自行前往搭乘祝山線小火車，依林鐵公告觀日列車時刻為主)，園區自由活動→12:00離開阿里山森林遊樂區→13:00奮起湖老街→16:00果然茶香觀光工廠→16:50檜意森活村→17:20合車接駁前往嘉義火車站→17:30嘉義火車站→18:00嘉義高鐵站']",共2天,"TWD 5,499起",['Day:1登山別館 或 文山賓館 或 同級']
2583,雄獅旅遊,嘉義旅遊｜【阿里山專車】阿里山芬多精.優遊吧斯鄒族文化部落.奮起湖老街二日,https://travel.liontravel.com//detail?NormGroupID=f0d6fd00-0cff-4a55-95cd-2fa7bb5aa80c&GroupID=24TS523BY2-M&Platform=app,2024/05/27 (一),1,8,7,報名,,無交通資訊,"['08:30嘉義高鐵站出發→09:00嘉義火車站(前站)出發→09:20檜意森活村遊覽車臨停處出發→11:00優遊吧斯(觀賞表演/用餐/品茗體驗)→14:00離開→15:30阿里山森林遊樂區，園區自由活動→18:00晚餐(自行前往特約餐廳用餐)→阿里山山區飯店', '阿里山觀日出(自行前往搭乘祝山線小火車，依林鐵公告觀日列車時刻為主)，園區自由活動→12:00離開阿里山森林遊樂區→13:00奮起湖老街→16:00果然茶香觀光工廠→16:50檜意森活村→17:20合車接駁前往嘉義火車站→17:30嘉義火車站→18:00嘉義高鐵站']",共2天,"TWD 5,499起",['Day:1登山別館 或 文山賓館 或 同級']
2584,雄獅旅遊,嘉義旅遊｜【阿里山專車】阿里山芬多精.優遊吧斯鄒族文化部落.奮起湖老街二日,https://travel.liontravel.com//detail?NormGroupID=f0d6fd00-0cff-4a55-95cd-2fa7bb5aa80c&GroupID=24TS523BY2-M&Platform=app,2024/05/28 (二),1,8,7,報名,,無交通資訊,"['08:30嘉義高鐵站出發→09:00嘉義火車站(前站)出發→09:20檜意森活村遊覽車臨停處出發→11:00優遊吧斯(觀賞表演/用餐/品茗體驗)→14:00離開→15:30阿里山森林遊樂區，園區自由活動→18:00晚餐(自行前往特約餐廳用餐)→阿里山山區飯店', '阿里山觀日出(自行前往搭乘祝山線小火車，依林鐵公告觀日列車時刻為主)，園區自由活動→12:00離開阿里山森林遊樂區→13:00奮起湖老街→16:00果然茶香觀光工廠→16:50檜意森活村→17:20合車接駁前往嘉義火車站→17:30嘉義火車站→18:00嘉義高鐵站']",共2天,"TWD 5,499起",['Day:1登山別館 或 文山賓館 或 同級']
2585,雄獅旅遊,嘉義旅遊｜【阿里山專車】阿里山芬多精.優遊吧斯鄒族文化部落.奮起湖老街二日,https://travel.liontravel.com//detail?NormGroupID=f0d6fd00-0cff-4a55-95cd-2fa7bb5aa80c&GroupID=24TS523BY2-M&Platform=app,2024/05/29 (三),1,8,7,報名,,無交通資訊,"['08:30嘉義高鐵站出發→09:00嘉義火車站(前站)出發→09:20檜意森活村遊覽車臨停處出發→11:00優遊吧斯(觀賞表演/用餐/品茗體驗)→14:00離開→15:30阿里山森林遊樂區，園區自由活動→18:00晚餐(自行前往特約餐廳用餐)→阿里山山區飯店', '阿里山觀日出(自行前往搭乘祝山線小火車，依林鐵公告觀日列車時刻為主)，園區自由活動→12:00離開阿里山森林遊樂區→13:00奮起湖老街→16:00果然茶香觀光工廠→16:50檜意森活村→17:20合車接駁前往嘉義火車站→17:30嘉義火車站→18:00嘉義高鐵站']",共2天,"TWD 5,499起",['Day:1登山別館 或 文山賓館 或 同級']
2586,雄獅旅遊,嘉義旅遊｜【阿里山專車】阿里山芬多精.優遊吧斯鄒族文化部落.奮起湖老街二日,https://travel.liontravel.com//detail?NormGroupID=f0d6fd00-0cff-4a55-95cd-2fa7bb5aa80c&GroupID=24TS523BY2-M&Platform=app,2024/05/30 (四),1,8,7,報名,,無交通資訊,"['08:30嘉義高鐵站出發→09:00嘉義火車站(前站)出發→09:20檜意森活村遊覽車臨停處出發→11:00優遊吧斯(觀賞表演/用餐/品茗體驗)→14:00離開→15:30阿里山森林遊樂區，園區自由活動→18:00晚餐(自行前往特約餐廳用餐)→阿里山山區飯店', '阿里山觀日出(自行前往搭乘祝山線小火車，依林鐵公告觀日列車時刻為主)，園區自由活動→12:00離開阿里山森林遊樂區→13:00奮起湖老街→16:00果然茶香觀光工廠→16:50檜意森活村→17:20合車接駁前往嘉義火車站→17:30嘉義火車站→18:00嘉義高鐵站']",共2天,"TWD 5,499起",['Day:1登山別館 或 文山賓館 或 同級']
2587,雄獅旅遊,嘉義旅遊｜【阿里山專車】阿里山芬多精.優遊吧斯鄒族文化部落.奮起湖老街二日,https://travel.liontravel.com//detail?NormGroupID=f0d6fd00-0cff-4a55-95cd-2fa7bb5aa80c&GroupID=24TS523BY2-M&Platform=app,2024/05/31 (五),1,8,7,報名,,無交通資訊,"['08:30嘉義高鐵站出發→09:00嘉義火車站(前站)出發→09:20檜意森活村遊覽車臨停處出發→11:00優遊吧斯(觀賞表演/用餐/品茗體驗)→14:00離開→15:30阿里山森林遊樂區，園區自由活動→18:00晚餐(自行前往特約餐廳用餐)→阿里山山區飯店', '阿里山觀日出(自行前往搭乘祝山線小火車，依林鐵公告觀日列車時刻為主)，園區自由活動→12:00離開阿里山森林遊樂區→13:00奮起湖老街→16:00果然茶香觀光工廠→16:50檜意森活村→17:20合車接駁前往嘉義火車站→17:30嘉義火車站→18:00嘉義高鐵站']",共2天,"TWD 5,499起",['Day:1登山別館 或 文山賓館 或 同級']
2588,雄獅旅遊,尊爵澎湖|花火節潛水樂3日|南方四島國家公園.東吉嶼.東嶼坪浮潛三日●國際五星.奢華品牌飯店►2人成行,https://travel.liontravel.com//detail?NormGroupID=78a68ab7-4d15-40eb-b567-dc3b0555e5b3&GroupID=24TI605BAM-T&Platform=app,2024/06/05 (三),1,20,14,報名,成行,"去程
11:40 TSA 台北松山機場
12:30 MZG 澎湖機場
立榮航空
回程
19:00 MZG 澎湖機場
19:50 TSA 台北松山機場
立榮航空
航班時間僅為參考，最終確定之使用航班，以說明會資料為準！","['台北松山機場馬公 東環【南寮古厝（浮球秘境）、菓葉灰窯、龍門閉鎖陣地】馬公', '南海一日遊南方四島國家公園【東吉嶼（登島）、將軍嶼（浮潛／提供防寒潛水衣及浮潛裝備）】西吉嶼【藍洞（巡航）】馬公', '上午自由活動(享受飯店設施)古蹟文化之旅【天后宮、四眼井、中央街、順承門、澎湖郵便局、篤行十村】馬公']",共3天,"TWD 16,900","['Day:1澎湖福朋喜來登酒店 【或】 澎澄飯店', 'Day:2澎湖福朋喜來登酒店 或', 'Day:3澎澄飯店', 'Day:4溫暖的家']"
2589,雄獅旅遊,尊爵澎湖|花火節潛水樂3日|南方四島國家公園.東吉嶼.東嶼坪浮潛三日●國際五星.奢華品牌飯店►2人成行,https://travel.liontravel.com//detail?NormGroupID=78a68ab7-4d15-40eb-b567-dc3b0555e5b3&GroupID=24TI605BAM-T&Platform=app,2024/06/09 (日),1,10,6,報名,,"去程
11:40 TSA 台北松山機場
12:30 MZG 澎湖機場
立榮航空
回程
19:00 MZG 澎湖機場
19:50 TSA 台北松山機場
立榮航空
航班時間僅為參考，最終確定之使用航班，以說明會資料為準！","['台北松山機場馬公 東環【南寮古厝（浮球秘境）、菓葉灰窯、龍門閉鎖陣地】馬公', '南海一日遊南方四島國家公園【東吉嶼（登島）、將軍嶼（浮潛／提供防寒潛水衣及浮潛裝備）】西吉嶼【藍洞（巡航）】馬公', '上午自由活動(享受飯店設施)古蹟文化之旅【天后宮、四眼井、中央街、順承門、澎湖郵便局、篤行十村】馬公']",共3天,"TWD 19,900","['Day:1澎湖福朋喜來登酒店 【或】 澎澄飯店', 'Day:2澎湖福朋喜來登酒店 或', 'Day:3澎澄飯店', 'Day:4溫暖的家']"
2590,雄獅旅遊,尊爵澎湖|花火節潛水樂3日|南方四島國家公園.東吉嶼.東嶼坪浮潛三日●國際五星.奢華品牌飯店►2人成行,https://travel.liontravel.com//detail?NormGroupID=78a68ab7-4d15-40eb-b567-dc3b0555e5b3&GroupID=24TI605BAM-T&Platform=app,2024/06/12 (三),1,20,20,報名,,"去程
11:40 TSA 台北松山機場
12:30 MZG 澎湖機場
立榮航空
回程
19:00 MZG 澎湖機場
19:50 TSA 台北松山機場
立榮航空
航班時間僅為參考，最終確定之使用航班，以說明會資料為準！","['台北松山機場馬公 東環【南寮古厝（浮球秘境）、菓葉灰窯、龍門閉鎖陣地】馬公', '南海一日遊南方四島國家公園【東吉嶼（登島）、將軍嶼（浮潛／提供防寒潛水衣及浮潛裝備）】西吉嶼【藍洞（巡航）】馬公', '上午自由活動(享受飯店設施)古蹟文化之旅【天后宮、四眼井、中央街、順承門、澎湖郵便局、篤行十村】馬公']",共3天,"TWD 16,900","['Day:1澎湖福朋喜來登酒店 【或】 澎澄飯店', 'Day:2澎湖福朋喜來登酒店 或', 'Day:3澎澄飯店', 'Day:4溫暖的家']"
2591,雄獅旅遊,尊爵澎湖|花火節潛水樂3日|南方四島國家公園.東吉嶼.東嶼坪浮潛三日●國際五星.奢華品牌飯店►2人成行,https://travel.liontravel.com//detail?NormGroupID=78a68ab7-4d15-40eb-b567-dc3b0555e5b3&GroupID=24TI605BAM-T&Platform=app,2024/06/16 (日),1,20,20,報名,,"去程
11:40 TSA 台北松山機場
12:30 MZG 澎湖機場
立榮航空
回程
19:00 MZG 澎湖機場
19:50 TSA 台北松山機場
立榮航空
航班時間僅為參考，最終確定之使用航班，以說明會資料為準！","['台北松山機場馬公 東環【南寮古厝（浮球秘境）、菓葉灰窯、龍門閉鎖陣地】馬公', '南海一日遊南方四島國家公園【東吉嶼（登島）、將軍嶼（浮潛／提供防寒潛水衣及浮潛裝備）】西吉嶼【藍洞（巡航）】馬公', '上午自由活動(享受飯店設施)古蹟文化之旅【天后宮、四眼井、中央街、順承門、澎湖郵便局、篤行十村】馬公']",共3天,"TWD 17,900","['Day:1澎湖福朋喜來登酒店 【或】 澎澄飯店', 'Day:2澎湖福朋喜來登酒店 或', 'Day:3澎澄飯店', 'Day:4溫暖的家']"
2592,雄獅旅遊,尊爵澎湖|花火節潛水樂3日|南方四島國家公園.東吉嶼.東嶼坪浮潛三日●國際五星.奢華品牌飯店►2人成行,https://travel.liontravel.com//detail?NormGroupID=78a68ab7-4d15-40eb-b567-dc3b0555e5b3&GroupID=24TI605BAM-T&Platform=app,2024/06/19 (三),1,20,20,報名,,"去程
11:40 TSA 台北松山機場
12:30 MZG 澎湖機場
立榮航空
回程
19:00 MZG 澎湖機場
19:50 TSA 台北松山機場
立榮航空
航班時間僅為參考，最終確定之使用航班，以說明會資料為準！","['台北松山機場馬公 東環【南寮古厝（浮球秘境）、菓葉灰窯、龍門閉鎖陣地】馬公', '南海一日遊南方四島國家公園【東吉嶼（登島）、將軍嶼（浮潛／提供防寒潛水衣及浮潛裝備）】西吉嶼【藍洞（巡航）】馬公', '上午自由活動(享受飯店設施)古蹟文化之旅【天后宮、四眼井、中央街、順承門、澎湖郵便局、篤行十村】馬公']",共3天,"TWD 16,900","['Day:1澎湖福朋喜來登酒店 【或】 澎澄飯店', 'Day:2澎湖福朋喜來登酒店 或', 'Day:3澎澄飯店', 'Day:4溫暖的家']"
2593,雄獅旅遊,尊爵澎湖|花火節潛水樂3日|南方四島國家公園.東吉嶼.東嶼坪浮潛三日●國際五星.奢華品牌飯店►2人成行,https://travel.liontravel.com//detail?NormGroupID=78a68ab7-4d15-40eb-b567-dc3b0555e5b3&GroupID=24TI605BAM-T&Platform=app,2024/06/23 (日),1,20,20,報名,,"去程
11:40 TSA 台北松山機場
12:30 MZG 澎湖機場
立榮航空
回程
19:00 MZG 澎湖機場
19:50 TSA 台北松山機場
立榮航空
航班時間僅為參考，最終確定之使用航班，以說明會資料為準！","['台北松山機場馬公 東環【南寮古厝（浮球秘境）、菓葉灰窯、龍門閉鎖陣地】馬公', '南海一日遊南方四島國家公園【東吉嶼（登島）、將軍嶼（浮潛／提供防寒潛水衣及浮潛裝備）】西吉嶼【藍洞（巡航）】馬公', '上午自由活動(享受飯店設施)古蹟文化之旅【天后宮、四眼井、中央街、順承門、澎湖郵便局、篤行十村】馬公']",共3天,"TWD 17,900","['Day:1澎湖福朋喜來登酒店 【或】 澎澄飯店', 'Day:2澎湖福朋喜來登酒店 或', 'Day:3澎澄飯店', 'Day:4溫暖的家']"
2594,雄獅旅遊,尊爵澎湖|花火節潛水樂3日|南方四島國家公園.東吉嶼.東嶼坪浮潛三日●國際五星.奢華品牌飯店►2人成行,https://travel.liontravel.com//detail?NormGroupID=78a68ab7-4d15-40eb-b567-dc3b0555e5b3&GroupID=24TI605BAM-T&Platform=app,2024/06/26 (三),1,20,17,報名,,"去程
11:40 TSA 台北松山機場
12:30 MZG 澎湖機場
立榮航空
回程
19:00 MZG 澎湖機場
19:50 TSA 台北松山機場
立榮航空
航班時間僅為參考，最終確定之使用航班，以說明會資料為準！","['台北松山機場馬公 東環【南寮古厝（浮球秘境）、菓葉灰窯、龍門閉鎖陣地】馬公', '南海一日遊南方四島國家公園【東吉嶼（登島）、將軍嶼（浮潛／提供防寒潛水衣及浮潛裝備）】西吉嶼【藍洞（巡航）】馬公', '上午自由活動(享受飯店設施)古蹟文化之旅【天后宮、四眼井、中央街、順承門、澎湖郵便局、篤行十村】馬公']",共3天,"TWD 16,900","['Day:1澎湖福朋喜來登酒店 【或】 澎澄飯店', 'Day:2澎湖福朋喜來登酒店 或', 'Day:3澎澄飯店', 'Day:4溫暖的家']"
2595,雄獅旅遊,尊爵澎湖|花火節潛水樂3日|南方四島國家公園.東吉嶼.東嶼坪浮潛三日●國際五星.奢華品牌飯店►2人成行,https://travel.liontravel.com//detail?NormGroupID=78a68ab7-4d15-40eb-b567-dc3b0555e5b3&GroupID=24TI605BAM-T&Platform=app,2024/06/30 (日),1,20,20,報名,,"去程
11:40 TSA 台北松山機場
12:30 MZG 澎湖機場
立榮航空
回程
19:00 MZG 澎湖機場
19:50 TSA 台北松山機場
立榮航空
航班時間僅為參考，最終確定之使用航班，以說明會資料為準！","['台北松山機場馬公 東環【南寮古厝（浮球秘境）、菓葉灰窯、龍門閉鎖陣地】馬公', '南海一日遊南方四島國家公園【東吉嶼（登島）、將軍嶼（浮潛／提供防寒潛水衣及浮潛裝備）】西吉嶼【藍洞（巡航）】馬公', '上午自由活動(享受飯店設施)古蹟文化之旅【天后宮、四眼井、中央街、順承門、澎湖郵便局、篤行十村】馬公']",共3天,"TWD 17,900","['Day:1澎湖福朋喜來登酒店 【或】 澎澄飯店', 'Day:2澎湖福朋喜來登酒店 或', 'Day:3澎澄飯店', 'Day:4溫暖的家']"
2596,雄獅旅遊,嘉義旅遊│【阿里山專車】阿里山芬多精.森林步道.奮起湖老街二日,https://travel.liontravel.com//detail?NormGroupID=34eb05d0-7d05-4df1-9ee0-c25c2708bc0f&GroupID=24TS520BA2-M&Platform=app,2024/05/20 (一),1,8,4,額滿,,無交通資訊,"['08:30嘉義高鐵站出發→09:00嘉義火車站(前站)出發→09:20檜意森活村遊覽車臨停處出發→12:00阿里山森林遊樂區，園區自由活動→18:00晚餐(自行前往特約餐廳用餐)→阿里山山區飯店', '阿里山觀日出(自行前往搭乘祝山線小火車，依林鐵公告觀日列車時刻為主)→園區自由活動→12:00離開阿里山森林遊樂區→13:00奮起湖老街→16:00果然茶香觀光工廠→16:50檜意森活村→17:20合車接駁前往嘉義火車站→17:30嘉義火車站→18:00嘉義高鐵站']",共2天,"TWD 4,999起",['Day:1登山別館 或 文山賓館 或 同級']
2597,雄獅旅遊,嘉義旅遊│【阿里山專車】阿里山芬多精.森林步道.奮起湖老街二日,https://travel.liontravel.com//detail?NormGroupID=34eb05d0-7d05-4df1-9ee0-c25c2708bc0f&GroupID=24TS520BA2-M&Platform=app,2024/05/22 (三),1,8,4,額滿,,無交通資訊,"['08:30嘉義高鐵站出發→09:00嘉義火車站(前站)出發→09:20檜意森活村遊覽車臨停處出發→12:00阿里山森林遊樂區，園區自由活動→18:00晚餐(自行前往特約餐廳用餐)→阿里山山區飯店', '阿里山觀日出(自行前往搭乘祝山線小火車，依林鐵公告觀日列車時刻為主)→園區自由活動→12:00離開阿里山森林遊樂區→13:00奮起湖老街→16:00果然茶香觀光工廠→16:50檜意森活村→17:20合車接駁前往嘉義火車站→17:30嘉義火車站→18:00嘉義高鐵站']",共2天,"TWD 4,999起",['Day:1登山別館 或 文山賓館 或 同級']
2598,雄獅旅遊,嘉義旅遊│【阿里山專車】阿里山芬多精.森林步道.奮起湖老街二日,https://travel.liontravel.com//detail?NormGroupID=34eb05d0-7d05-4df1-9ee0-c25c2708bc0f&GroupID=24TS520BA2-M&Platform=app,2024/05/25 (六),1,8,5,額滿,,無交通資訊,"['08:30嘉義高鐵站出發→09:00嘉義火車站(前站)出發→09:20檜意森活村遊覽車臨停處出發→12:00阿里山森林遊樂區，園區自由活動→18:00晚餐(自行前往特約餐廳用餐)→阿里山山區飯店', '阿里山觀日出(自行前往搭乘祝山線小火車，依林鐵公告觀日列車時刻為主)→園區自由活動→12:00離開阿里山森林遊樂區→13:00奮起湖老街→16:00果然茶香觀光工廠→16:50檜意森活村→17:20合車接駁前往嘉義火車站→17:30嘉義火車站→18:00嘉義高鐵站']",共2天,"TWD 5,499起",['Day:1登山別館 或 文山賓館 或 同級']
2599,雄獅旅遊,嘉義旅遊│【阿里山專車】阿里山芬多精.森林步道.奮起湖老街二日,https://travel.liontravel.com//detail?NormGroupID=34eb05d0-7d05-4df1-9ee0-c25c2708bc0f&GroupID=24TS520BA2-M&Platform=app,2024/05/27 (一),1,8,7,報名,,無交通資訊,"['08:30嘉義高鐵站出發→09:00嘉義火車站(前站)出發→09:20檜意森活村遊覽車臨停處出發→12:00阿里山森林遊樂區，園區自由活動→18:00晚餐(自行前往特約餐廳用餐)→阿里山山區飯店', '阿里山觀日出(自行前往搭乘祝山線小火車，依林鐵公告觀日列車時刻為主)→園區自由活動→12:00離開阿里山森林遊樂區→13:00奮起湖老街→16:00果然茶香觀光工廠→16:50檜意森活村→17:20合車接駁前往嘉義火車站→17:30嘉義火車站→18:00嘉義高鐵站']",共2天,"TWD 4,999起",['Day:1登山別館 或 文山賓館 或 同級']
2600,雄獅旅遊,嘉義旅遊│【阿里山專車】阿里山芬多精.森林步道.奮起湖老街二日,https://travel.liontravel.com//detail?NormGroupID=34eb05d0-7d05-4df1-9ee0-c25c2708bc0f&GroupID=24TS520BA2-M&Platform=app,2024/05/28 (二),1,8,7,報名,,無交通資訊,"['08:30嘉義高鐵站出發→09:00嘉義火車站(前站)出發→09:20檜意森活村遊覽車臨停處出發→12:00阿里山森林遊樂區，園區自由活動→18:00晚餐(自行前往特約餐廳用餐)→阿里山山區飯店', '阿里山觀日出(自行前往搭乘祝山線小火車，依林鐵公告觀日列車時刻為主)→園區自由活動→12:00離開阿里山森林遊樂區→13:00奮起湖老街→16:00果然茶香觀光工廠→16:50檜意森活村→17:20合車接駁前往嘉義火車站→17:30嘉義火車站→18:00嘉義高鐵站']",共2天,"TWD 4,999起",['Day:1登山別館 或 文山賓館 或 同級']
2601,雄獅旅遊,嘉義旅遊│【阿里山專車】阿里山芬多精.森林步道.奮起湖老街二日,https://travel.liontravel.com//detail?NormGroupID=34eb05d0-7d05-4df1-9ee0-c25c2708bc0f&GroupID=24TS520BA2-M&Platform=app,2024/05/29 (三),1,8,7,報名,,無交通資訊,"['08:30嘉義高鐵站出發→09:00嘉義火車站(前站)出發→09:20檜意森活村遊覽車臨停處出發→12:00阿里山森林遊樂區，園區自由活動→18:00晚餐(自行前往特約餐廳用餐)→阿里山山區飯店', '阿里山觀日出(自行前往搭乘祝山線小火車，依林鐵公告觀日列車時刻為主)→園區自由活動→12:00離開阿里山森林遊樂區→13:00奮起湖老街→16:00果然茶香觀光工廠→16:50檜意森活村→17:20合車接駁前往嘉義火車站→17:30嘉義火車站→18:00嘉義高鐵站']",共2天,"TWD 4,999起",['Day:1登山別館 或 文山賓館 或 同級']
2602,雄獅旅遊,嘉義旅遊│【阿里山專車】阿里山芬多精.森林步道.奮起湖老街二日,https://travel.liontravel.com//detail?NormGroupID=34eb05d0-7d05-4df1-9ee0-c25c2708bc0f&GroupID=24TS520BA2-M&Platform=app,2024/05/30 (四),1,8,7,報名,,無交通資訊,"['08:30嘉義高鐵站出發→09:00嘉義火車站(前站)出發→09:20檜意森活村遊覽車臨停處出發→12:00阿里山森林遊樂區，園區自由活動→18:00晚餐(自行前往特約餐廳用餐)→阿里山山區飯店', '阿里山觀日出(自行前往搭乘祝山線小火車，依林鐵公告觀日列車時刻為主)→園區自由活動→12:00離開阿里山森林遊樂區→13:00奮起湖老街→16:00果然茶香觀光工廠→16:50檜意森活村→17:20合車接駁前往嘉義火車站→17:30嘉義火車站→18:00嘉義高鐵站']",共2天,"TWD 4,999起",['Day:1登山別館 或 文山賓館 或 同級']
2603,雄獅旅遊,嘉義旅遊│【阿里山專車】阿里山芬多精.森林步道.奮起湖老街二日,https://travel.liontravel.com//detail?NormGroupID=34eb05d0-7d05-4df1-9ee0-c25c2708bc0f&GroupID=24TS520BA2-M&Platform=app,2024/05/31 (五),1,8,7,報名,,無交通資訊,"['08:30嘉義高鐵站出發→09:00嘉義火車站(前站)出發→09:20檜意森活村遊覽車臨停處出發→12:00阿里山森林遊樂區，園區自由活動→18:00晚餐(自行前往特約餐廳用餐)→阿里山山區飯店', '阿里山觀日出(自行前往搭乘祝山線小火車，依林鐵公告觀日列車時刻為主)→園區自由活動→12:00離開阿里山森林遊樂區→13:00奮起湖老街→16:00果然茶香觀光工廠→16:50檜意森活村→17:20合車接駁前往嘉義火車站→17:30嘉義火車站→18:00嘉義高鐵站']",共2天,"TWD 4,999起",['Day:1登山別館 或 文山賓館 或 同級']
2604,雄獅旅遊,南投旅遊｜杉林溪森林園區～繡球花季.最美小白屋－益品美術館１日｜中部出發,https://travel.liontravel.com//detail?NormGroupID=3e70d030-c6c4-40a3-bf9f-61cc14d4a346&GroupID=24TM528TUM-X&Platform=app,無資料,無資料,無資料,無資料,無資料,無資料,無交通資訊,無行程資料,無資料,無資料,無旅館資訊
2605,雄獅旅遊,新北旅遊｜免小費.4人成行！野柳地質公園.金山老街.中山溫泉公園半日遊,https://travel.liontravel.com//detail?NormGroupID=ef7f121c-141f-4d2f-a12c-9590c7df113a&GroupID=24TN528YEU-T&Platform=app,2024/05/28 (二),1,8,7,報名,,"出發地點
台北
集合地點
捷運南港站1號出口
集合說明",['捷運南港站1號出口09:50集合、10:00出發(請主動致電司機)→11:10野柳地質公園→12:30金山老街、中山溫泉公園→約14:50返抵捷運南港站'],共1天,TWD 999,[]
